Simbolo;Nombre;Sector;Industria
GOTU;Gaotu Techedu Inc. American Depositary Shares;Servicios al consumidor;Otros servicios al consumidor
JRI;Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest;Finanzas;Empresas financieras
GTHX;G1 Therapeutics, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
ALTG;Alta Equipment Group Inc.;Tecnologia;Ingenieria y construccion
KVSA;Khosla Ventures Acquisition Co.;NO APLICABLE;NO DISPONIBLE
CSTE;Caesarstone Ltd. Ordinary Shares;Bienes de capital;Materiales de construccion
MAPS;WM Technology, Inc.;Tecnologia;Programas informaticos: Software preempaquetado
KRON;Kronos Bio, Inc.;Bienes de consumo duraderos;Especialidades quimicas
PSAG;Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.05% Cumulative Preferred Share of Beneficial Interest, Series G;NO APLICABLE;NO DISPONIBLE
PPT;Putnam Premier Income Trust;Finanzas;Empresas financieras
NAT;Nordic American Tankers Limited;Transporte;Transporte maritimo
CZNC;Citizens & Northern Corp;Finanzas;Grandes bancos
BLFY;Blue Foundry Bancorp;Finanzas;Bancos comerciales
JRO;Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest;Finanzas;Gestores de inversiones
MIY;Blackrock MuniYield Michigan Quality Fund, Inc.;Finanzas;Empresas financieras
AADI;Aadi Bioscience, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
DCRD;Decarbonization Plus Acquisition Corporation IV Ordinary Share;NO APLICABLE;NO DISPONIBLE
ZYME;Zymeworks Inc. Common Shares;NO APLICABLE;NO DISPONIBLE
HYAC;Haymaker Acquisition Corp. III;NO APLICABLE;NO DISPONIBLE
ADSE;ADS-TEC ENERGY PLC Ordinary Shares;NO APLICABLE;NO DISPONIBLE
NAN;Nuveen New York Quality Municipal Income Fund;Finanzas;Gestores de inversiones
ARIS;Aris Water Solutions, Inc.;Servicios publicos;Suministro de agua
ROOT;Root, Inc.;Finanzas;Aseguradoras de Daños
PLMI;Plum Acquisition Corp. I Ordinary Share;Finanzas;Servicios a empresas
CANG;Cango Inc. American Depositary Shares, each representing two;Tecnologia;Programas informaticos: Software preempaquetado
CSTA;Constellation Acquisition Corp I Ordinary Shares;Finanzas;Servicios a empresas
DMTK;DermTech, Inc.;Sanidad;Atencion sanitaria gestionada
CDR;Cedar Realty Trust, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
HPF;John Hancock Pfd Income Fund II Pfd Income Fund II;Finanzas;Empresas financieras
HQL;TeklaLife Sciences Investors;Finanzas;Gestores de inversiones
SDAC;Sustainable Development Acquisition I Corp.;NO APLICABLE;NO DISPONIBLE
CPZ;Calamos Long/Short Equity & Dynamic Income Trust;Finanzas;#N/D
PRTY;Party City Holdco Inc.;Varios;Servicios comerciales diversificados
YELL;Yellow Corporation;Transporte;Transporte de mercancias por carretera/Servicios de mensajeria
TARS;Tarsus Pharmaceuticals, Inc.;Bienes de consumo duraderos;Especialidades quimicas
ANAC;Arctos NorthStar Acquisition Corp. Ordinary Shares;Sanidad;Biotecnologia Preparados Farmaceuticos
ACTD;ArcLight Clean Transition Corp. II Ordinary Share;NO APLICABLE;NO DISPONIBLE
FFA;First Trust Enhanced Equity Income Fund;Finanzas;Gestores de inversiones
CNVY;Convey Health Solutions Holdings, Inc.;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
HCNE;Jaws Hurricane Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
OMER;Omeros Corporation;Sanidad;Biotecnologia Preparados Farmaceuticos
TYG;Tortoise Energy Infrastructure Corporation;Finanzas;Gestores de inversiones
CTO;CTO Realty Growth, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
NGVC;Natural Grocers by Vitamin Cottage, Inc.;Servicios al consumidor;Cadenas alimentarias
UVE;UNIVERSAL INSURANCE HOLDINGS INC;Finanzas;Aseguradoras de Daños
BHR;Braemar Hotels & Resorts Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
AFCG;AFC Gamma, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
KNTE;Kinnate Biopharma Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
VUZI;Vuzix Corporation;Bienes de capital;Maquinaria industrial/Componentes
ATCX;Atlas Technical Consultants, Inc.;Servicios al consumidor;Militar/Gubernamental/Tecnico
EGY;VAALCO Energy, Inc.;Energia;Produccion de petroleo y gas
ARBK;Argo Blockchain plc American Depositary Shares;NO APLICABLE;NO DISPONIBLE
SIER;Sierra Lake Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
EFT;Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest;Finanzas;Empresas financieras
SSAA;Science Strategic Acquisition Corp. Alpha;NO APLICABLE;NO DISPONIBLE
PRDS;Pardes Biosciences, Inc.;Bienes de consumo duraderos;Especialidades quimicas
ARGU;Argus Capital Corp.;NO APLICABLE;NO DISPONIBLE
AOMR;Angel Oak Mortgage, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
ENTF;Enterprise 4.0 Technology Acquisition Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
SGU;Star Group L.P.;Servicios publicos;Refino de petroleo/Marketing
INSE;Inspired Entertainment, Inc.;Tecnologia;Perifericos EDP
AGGR;Agile Growth Corp. Ordinary Share;Finanzas;Servicios a empresas
MF;Missfresh Limited American Depositary Shares;NO APLICABLE;NO DISPONIBLE
HMCO;HumanCo Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
GLAD;Gladstone Capital Corporation;Finanzas;Finanzas/Servicios a inversores
KALV;KalVista Pharmaceuticals, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
GBLI;Global Indemnity Group, LLC;Finanzas;Aseguradoras de Daños
DHCA;DHC Acquisition Corp. ordinary share;Finanzas;Servicios a empresas
PSNL;Personalis, Inc.;Sanidad;Biotecnologia Sustancias de diagnostico in vitro e in vivo
URG;Ur Energy Inc Common Shares;Industrias basicas;Otros metales y minerales
THRX;Theseus Pharmaceuticals, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
SKYT;SkyWater Technology, Inc.;Tecnologia;Semiconductores
ESM;ESM Acquisition Corporation Ordinary Shares;Finanzas;Servicios a empresas
PUYI;Puyi Inc. American Depository Shares;Finanzas;Gestores de inversiones
FSRX;FinServ Acquisition Corp. II;NO APLICABLE;NO DISPONIBLE
TGAN;Transphorm, Inc.;Tecnologia;Semiconductores
JNCE;Jounce Therapeutics, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
VRM;Vroom, Inc.;Servicios al consumidor;Otras tiendas especializadas
ACDI;Ascendant Digital Acquisition Corp. III Ordinary Shares;NO APLICABLE;NO DISPONIBLE
ALTU;Altitude Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
DZSI;DZS Inc.;Servicios publicos;Equipos de telecomunicaciones
KRNL;Kernel Group Holdings, Inc. Ordinary Shares;Finanzas;Servicios a empresas
MBSC;M3-Brigade Acquisition III Corp.;NO APLICABLE;NO DISPONIBLE
PPYA;Papaya Growth Opportunity Corp. I;NO APLICABLE;NO DISPONIBLE
RRAC;Rigel Resource Acquisition Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
NODK;NI Holdings, Inc.;Finanzas;Aseguradoras de Daños
AHRN;Ahren Acquisition Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
KMF;Kayne Anderson NextGen Energy & Infrastructure, Inc.;Finanzas;Gestores de inversiones
ANIK;Anika Therapeutics Inc.;Sanidad;Biotecnologia Aparatos electromedicos y electroterapeuticos
JUN;Juniper II Corp.;NO APLICABLE;NO DISPONIBLE
STRO;Sutro Biopharma, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
IGAC;IG Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
ITIC;Investors Title Company;Finanzas;Aseguradoras especializadas
CVLG;Covenant Logistics Group, Inc.;Transporte;Transporte de mercancias por carretera/Servicios de mensajeria
BRW;Saba Capital Income & Opportunities Fund SBI;Finanzas;#N/D
CATO;Cato Corporation;NO APLICABLE;NO DISPONIBLE
FF;FutureFuel Corp. Common shares;Industrias basicas;Grandes empresas quimicas
GPAC;Global Partner Acquisition Corp II Ordinary Share;Finanzas;Servicios a empresas
COVA;COVA Acquisition Corp. Ordinary Share;Finanzas;Servicios a empresas
XPOA;DPCM Capital, Inc.;NO APLICABLE;NO DISPONIBLE
MIN;MFS Intermediate Income Trust;Finanzas;#N/D
TSIB;Tishman Speyer Innovation Corp. II;NO APLICABLE;NO DISPONIBLE
AKYA;Akoya BioSciences, Inc.;Bienes de capital;Especialidades medicas
SLQT;SelectQuote, Inc.;Finanzas;Aseguradoras especializadas
KORE;KORE Group Holdings, Inc.;NO APLICABLE;NO DISPONIBLE
CHAA;Catcha Investment Corp. Ordinary Shares;Finanzas;Servicios a empresas
SKYH;Sky Harbour Group Corporation;Bienes de capital;Militar/Gubernamental/Tecnico
CIVB;Civista Bancshares, Inc.;Finanzas;Grandes bancos
GCBC;Greene County Bancorp, Inc.;Finanzas;Bancos
XERS;Xeris Biopharma Holdings, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
WLDN;Willdan Group, Inc.;Servicios al consumidor;Militar/Gubernamental/Tecnico
NMG;Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G;NO APLICABLE;NO DISPONIBLE
AFB;AllianceBernstein National Municipal Income Fund Inc;Finanzas;#N/D
PLM;Polymet Mining Corporation Ordinary Shares;NO APLICABLE;NO DISPONIBLE
ARBE;Arbe Robotics Ltd. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
EGAN;eGain Corporation;Tecnologia;Programas informaticos: Software preempaquetado
GLO;Clough Global Opportunities Fund;Finanzas;Finanzas/Servicios a inversores
LIAN;LianBio American Depositary Shares;NO APLICABLE;NO DISPONIBLE
BSKY;Big Sky Growth Partners, Inc.;NO APLICABLE;NO DISPONIBLE
VEL;Velocity Financial, Inc.;Finanzas;Finanzas Servicios al consumidor
GWRS;Global Water Resources, Inc.;Servicios publicos;Suministro de agua
CAF;Morgan Stanley China A Share Fund Inc.;Finanzas;Gestores de inversiones
ATHA;Athira Pharma, Inc.;Bienes de consumo duraderos;Especialidades quimicas
ATIP;ATI Physical Therapy, Inc.;Sanidad;Atencion sanitaria gestionada
SUNL;Sunlight Financial Holdings, Inc.;Finanzas;Servicios financieros diversificados
VTRU;Vitru Limited Common Shares;Servicios al consumidor;Otros servicios al consumidor
INVE;Identiv, Inc.;Tecnologia;Equipos perifericos de ordenador
REI;Ring Energy, Inc.;Energia;Produccion de petroleo y gas
HUGS;USHG Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
WEAV;Weave Communications, Inc.;Tecnologia;Servicios EDP
BLUA;BlueRiver Acquisition Corp. Ordinary Shares;Finanzas;Servicios a empresas
HIX;Western Asset High Income Fund II Inc.;Finanzas;Finanzas/Servicios a inversores
DNMR;Danimer Scientific, Inc.;Industrias basicas;Grandes empresas quimicas
FREE;Whole Earth Brands, Inc.;Varios;Mobiliario domestico
VIGL;Vigil Neuroscience, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
RDVT;Red Violet, Inc.;Tecnologia;Programas informaticos: Software preempaquetado
ASG;Liberty All-Star Growth Fund, Inc.;Finanzas;Gestores de inversiones
GOGN;GoGreen Investments Corporation Ordinary Shares;NO APLICABLE;NO DISPONIBLE
CXAC;C5 Acquisition Corporation;NO APLICABLE;NO DISPONIBLE
IRNT;IronNet, Inc.;Tecnologia;Servicios EDP
NRDY;Nerdy Inc.;Tecnologia;Programas informaticos: Software preempaquetado
FANH;Fanhua Inc. American Depositary Shares;Finanzas;Aseguradoras especializadas
RDW;Redwire Corporation;Bienes de capital;Aeroespacial
PMX;PIMCO Municipal Income Fund III Common Shares of Beneficial Interest;Finanzas;#N/D
KIII;Kismet Acquisition Three Corp. Ordinary Shares;Finanzas;Servicios a empresas
LGTO;Legato Merger Corp. II;NO APLICABLE;NO DISPONIBLE
CIIG;CIIG Capital Partners II, Inc.;NO APLICABLE;NO DISPONIBLE
EJFA;EJF Acquisition Corp. Ordinary Share;Finanzas;Servicios a empresas
IGIC;International General Insurance Holdings Ltd. Ordinary Share;Finanzas;Aseguradoras de Daños
DHBCU;DHB Capital Corp. Unit;NO APLICABLE;NO DISPONIBLE
DRAY;Macondray Capital Acquisition Corp. I Ordinary Shares;NO APLICABLE;NO DISPONIBLE
CASA;Casa Systems, Inc.;Tecnologia;Equipos de radio y television y comunicaciones
FEI;First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest;Finanzas;Finanzas/Servicios a inversores
BYM;Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest;Finanzas;Gestores de inversiones
PMM;Putnam Managed Municipal Income Trust;Finanzas;Gestores de inversiones
OOMA;Ooma, Inc.;Servicios al consumidor;Equipos de telecomunicaciones
III;Information Services Group, Inc. Information Services Group Inc.;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
WEJO;Wejo Group Limited Common Shares;NO APLICABLE;NO DISPONIBLE
PRTS;CarParts.com, Inc.;Servicios al consumidor;Otras tiendas especializadas
HORI;Emerging Markets Horizon Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
RXST;RxSight, Inc.;Sanidad;Biotecnologia Aparatos electromedicos y electroterapeuticos
XXII;22nd Century Group, Inc.;NO APLICABLE;NO DISPONIBLE
XPDB;Power & Digital Infrastructure Acquisition II Corp.;NO APLICABLE;NO DISPONIBLE
MSB;Mesabi Trust;Industrias basicas;Acero/Minerales de hierro
CLRM;Clarim Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
SPKB;Silver Spike Acquisition Corp II Ordinary Shares;Finanzas;Servicios a empresas
TZPS;TZP Strategies Acquisition Corp. Ordinary Share;Finanzas;Servicios a empresas
BTNB;Bridgetown 2 Holdings Limited Ordinary Shares;Finanzas;Servicios a empresas
TINV;Tiga Acquisition Corp. Ordinary Shares;Finanzas;Servicios a empresas
FLME;Flame Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
HT;Hersha Hospitality Trust Common Shares of Beneficial Interest;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
GERN;Geron Corporation;Sanidad;Biotecnologia Preparados Farmaceuticos
DSM;BNY Mellon Strategic Municipal Bond Fund, Inc.;Finanzas;Gestores de inversiones
KODK;Eastman Kodak Company Common New;Varios;Servicios a empresas
AMPI;Advanced Merger Partners, Inc.;NO APLICABLE;NO DISPONIBLE
ARRW;Arrowroot Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
DNZ;D and Z Media Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
GAMC;Golden Arrow Merger Corp.;NO APLICABLE;NO DISPONIBLE
KLAQ;KL Acquisition Corp;NO APLICABLE;NO DISPONIBLE
RRBI;Red River Bancshares, Inc.;Finanzas;Bancos comerciales
HLG;Hailiang Education Group Inc. American Depositary Shares;Servicios al consumidor;Otros servicios al consumidor
DHBC;DHB Capital Corp.;NO APLICABLE;NO DISPONIBLE
BGFV;Big 5 Sporting Goods Corporation;Servicios al consumidor;Otras tiendas especializadas
IPVI;InterPrivate IV InfraTech Partners Inc.;NO APLICABLE;NO DISPONIBLE
FRST;Primis Financial Corp.;Finanzas;Grandes bancos
APTM;Alpha Partners Technology Merger Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
ORMP;Oramed Pharmaceuticals Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
ADMA;ADMA Biologics Inc;Sanidad;Biotecnologia Preparados Farmaceuticos
TUFN;Tufin Software Technologies Ltd. Ordinary Shares;Tecnologia;Servicios EDP
LCAA;L Catterton Asia Acquisition Corp Ordinary Shares;Finanzas;Servicios a empresas
AXGN;Axogen, Inc.;Sanidad;Biotecnologia Aparatos electromedicos y electroterapeuticos
FOF;Cohen & Steers Closed-End Opportunity Fund, Inc.;Finanzas;Finanzas/Servicios a inversores
VLGEA;Village Super Market, Inc.;Servicios al consumidor;Cadenas alimentarias
WPCA;Warburg Pincus Capital Corporation IA Ordinary Shares;NO APLICABLE;NO DISPONIBLE
BLI;Berkeley Lights, Inc.;Bienes de consumo duraderos;Especialidades quimicas
MRSN;Mersana Therapeutics, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
KINZ;KINS Technology Group Inc.;NO APLICABLE;NO DISPONIBLE
PFIS;Peoples Financial Services Corp.;Finanzas;Grandes bancos
LGVC;LAMF Global Ventures Corp. I Ordinary Shares;NO APLICABLE;NO DISPONIBLE
VAPO;Vapotherm, Inc.;Sanidad;Instrumentos medicos/odontologicos
WHF;WhiteHorse Finance, Inc.;Finanzas;Empresas financieras
LNDC;Landec Corporation;Sanidad;Biotecnologia Preparados Farmaceuticos
EMO;ClearBridge Energy Midstream Opportunity Fund Inc.;Finanzas;Gestores de inversiones
ELLO;Ellomay Capital Ltd Ordinary Shares;Servicios publicos;Compañias electricas: Central
NETC;Nabors Energy Transition Corp.;NO APLICABLE;NO DISPONIBLE
HTPA;Highland Transcend Partners I Corp. Ordinary Shares;Finanzas;Servicios a empresas
ATTO;Atento S.A. Ordinary Shares;Servicios publicos;Equipos de telecomunicaciones
SOI;Solaris Oilfield Infrastructure, Inc.;Energia;Fabricacion de metales
SBT;Sterling Bancorp, Inc.;Finanzas;Instituciones de ahorro
FWAC;Fifth Wall Acquisition Corp. III Ordinary Shares;NO APLICABLE;NO DISPONIBLE
LAWS;Lawson Products, Inc.;Bienes de capital;Maquinaria industrial/Componentes
STRE;Supernova Partners Acquisition Company III, Ltd. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
KCGI;Kensington Capital Acquisition Corp. V Ordinary Shares;NO APLICABLE;NO DISPONIBLE
TMKR;Tastemaker Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
RMM;RiverNorth Managed Duration Municipal Income Fund, Inc.;Finanzas;#N/D
PFL;PIMCO Income Strategy Fund Shares of Beneficial Interest;Finanzas;Empresas financieras
AURC;Aurora Acquisition Corp. Ordinary Shares;Finanzas;Servicios a empresas
VBIV;VBI Vaccines, Inc. New;NO APLICABLE;NO DISPONIBLE
CPTK;Crown PropTech Acquisitions Ordinary Shares;Finanzas;Servicios a empresas
SOR;Source Capital, Inc.;Finanzas;Gestores de inversiones
CVEO;Civeo Corporation;NO APLICABLE;NO DISPONIBLE
NFNT;Infinite Acquisition Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
PACI;PROOF Acquisition Corp I;NO APLICABLE;NO DISPONIBLE
ADEX;Adit EdTech Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
WARR;Warrior Technologies Acquisition Company;NO APLICABLE;NO DISPONIBLE
APYX;Apyx Medical Corporation;Sanidad;Instrumentos medicos/odontologicos
ADER;26 Capital Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
GGMC;Glenfarne Merger Corp.;NO APLICABLE;NO DISPONIBLE
NML;Neuberger Berman MLP and Energy Income Fund Inc.;Finanzas;Finanzas/Servicios a inversores
MYJ;Blackrock MuniYield New Jersey Fund, Inc;Finanzas;Empresas financieras
KAIR;Kairos Acquisition Corp. Ordinary Shares;Finanzas;Servicios a empresas
PSTL;Postal Realty Trust, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
EPWR;Empowerment & Inclusion Capital I Corp.;NO APLICABLE;NO DISPONIBLE
POW;Powered Brands Ordinary Shares;Finanzas;Servicios a empresas
CNDA;Concord Acquisition Corp II;NO APLICABLE;NO DISPONIBLE
FTCV;FinTech Acquisition Corp. V;NO APLICABLE;NO DISPONIBLE
EAC;Edify Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
PMGM;Priveterra Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
NVSA;New Vista Acquisition Corp Ordinary Shares;Finanzas;Servicios a empresas
IRCP;IRSA Propiedades Comerciales S.A. American Depositary Shares;Servicios al consumidor;Operadores de edificios
PCB;PCB Bancorp;Finanzas;Grandes bancos
ENOB;Enochian Biosciences, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
TCI;Transcontinental Realty Investors, Inc.;Finanzas;Bienes inmuebles
PICC;Pivotal Investment Corporation III;NO APLICABLE;NO DISPONIBLE
SWET;Athlon Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
NEV;Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest;Finanzas;#N/D
NGMS;NeoGames S.A. Ordinary Shares;Servicios al consumidor;Servicios-Misc. Ocio y Tiempo Libre
RONI;Rice Acquisition Corp. II Ordinary Shares;NO APLICABLE;NO DISPONIBLE
ATVC;Tribe Capital Growth Corp I;NO APLICABLE;NO DISPONIBLE
MDH;MDH Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
FTVI;FinTech Acquisition Corp. VI;NO APLICABLE;NO DISPONIBLE
GTPA;Gores Technology Partners, Inc.;NO APLICABLE;NO DISPONIBLE
BLEU;bleuacacia ltd Ordinary Shares;NO APLICABLE;NO DISPONIBLE
JUGG;Jaws Juggernaut Acquisition Corporation Ordinary Share;NO APLICABLE;NO DISPONIBLE
HFFG;HF Foods Group Inc.;Bienes de consumo no duraderos;Distribuidores de alimentos
OIA;Invesco Municipal Income Opportunities Trust;Finanzas;Empresas financieras
